"","Intercept::Est","Intercept::SE","Intercept::t.val","Experiment2:Est","Experiment2:SE","Experiment2:t.val","Experiment3:Est","Experiment3:SE","Experiment3:t.val","GroupsDY:Est","GroupsDY:SE","GroupsDY:t.val","(Intercept):pval","Experiment2:pval","Experiment3:pval","GroupsDY:pval","(Intercept):pval.padj","Experiment2:pval.padj","Experiment3:pval.padj","GroupsDY:pval.padj","Pathway"
"PWY-4722: creatinine degradation II",-7.37939700072168,1.32947082641861,-5.65336133689832,2.21078843504079,1.70905135810639,1.33307482168474,-0.059290230591232,1.57209859719906,-0.0638186279898201,-1.01957846941053,1.346264807841,-0.784795768547254,3.99790447602622e-05,0.304527712784195,0.78663836570689,0.512829904802622,0.0105419921789745,0.991011711437835,1,1,"PWY-4722: creatinine degradation II"
"PWY-4981: L-proline biosynthesis II (from arginine)",6.96679688845388,0.685890270266533,11.1585707224908,2.85783732598602,0.881720512114405,3.55658826265766,-14.7840316802351,0.811064906646535,-19.7850281709788,-0.229494972489857,0.694554490817871,-0.381238966499351,4.45278922064819e-06,0.0107465358758323,6.56669163490164e-12,0.6301508719739,0.00110238590921448,0.556841903771225,2.1299373011846e-09,1,"PWY-4981: L-proline biosynthesis II (from arginine)"
"PWY-4984: urea cycle",-1.61832856304326,2.33537972155277,-0.67975432539688,2.57866255567608,3.00215981088189,0.860765248908556,5.81618026666747,2.76158537007582,2.11046586057415,1.28631739451777,2.36488042429753,0.545783707175052,0.520449206425839,0.423770621595255,0.0489432815837131,0.599558068264644,1,1,1,1,"PWY-4984: urea cycle"
"PWY-5005: biotin biosynthesis II",-1.409597173731,2.06140116930792,-0.668905821498271,-2.35328226272592,2.6499569588137,-0.908142255584042,-4.76678926839137,2.43760586703771,-1.99196314991722,-0.0553700039342705,2.08744095314787,-0.0190433320706942,0.530589917955918,0.415050290532387,0.0916682525250091,0.858092151598538,1,1,0.99699728880038,1,"PWY-5005: biotin biosynthesis II"
"PWY-5022: 4-aminobutanoate degradation V",2.91705425632501,1.25811283708383,2.43063761600434,-7.51751493507378,1.61731977125174,-4.81095752366804,-9.99800996833375,1.48771780996934,-6.95291077974462,-1.67949838681957,1.27400541869856,-1.35815838954087,0.0517923929394079,0.000795586316418802,2.21195027421753e-05,0.289266737867841,0.916008533072736,0.132460711154881,0.00629783832949992,1,"PWY-5022: 4-aminobutanoate degradation V"
"PWY-5030: L-histidine degradation III",5.46268948737511,1.38261757896693,4.02882452178698,-11.0351127899186,1.77737217253624,-6.31605236849398,-8.61356029374334,1.63494460590161,-5.32194750235108,0.0853644575850321,1.40008291440268,0.06453129569884,0.00129772613394706,2.30891415336654e-05,2.85055756830514e-05,0.830150306387588,0.247361723266859,0.00754236275996612,0.00829034239451772,1,"PWY-5030: L-histidine degradation III"
"PWY-5083: NAD/NADH phosphorylation and dephosphorylation",-3.07994370369648,1.5213822551238,-2.03113968098983,-3.52303386915388,1.95575589749692,-1.82601524116225,-5.6465436050159,1.79903376708665,-3.20592652539212,1.81031764982803,1.54060047700667,1.19249974409332,0.076205960071441,0.142936300893272,0.0130974210568128,0.325978466641615,0.997847973729443,0.985822466629086,0.693211256932609,0.998262268974905,"PWY-5083: NAD/NADH phosphorylation and dephosphorylation"
"PWY-5088: L-glutamate degradation VIII (to propanoate)",-4.89156716891379,1.59493422050307,-3.07815641629055,-0.0726201713292928,2.05030786796885,-0.0445872113597535,-2.41842698048851,1.88600892990799,-1.31831833169832,-1.31331704284006,1.61508155667383,-0.831823618982568,0.0113827016014706,0.800046409522942,0.28439851103124,0.47310927444821,0.744596423795909,1,0.998099624628282,1,"PWY-5088: L-glutamate degradation VIII (to propanoate)"
"PWY-5097: L-lysine biosynthesis VI",9.19791684436702,0.252335676737167,36.4885628442379,2.88093151067811,0.324380665191492,8.89147884802636,1.73582858249828,0.298386813413887,5.82315356503815,-0.341350386187242,0.255523201113875,-1.33658789479039,1.03025575604183e-23,3.1346980044457e-09,4.68950085506563e-06,0.199403233205238,3.61545735681111e-21,1.04959800260194e-06,0.00134776616089735,1,"PWY-5097: L-lysine biosynthesis VI"
"PWY-5100: pyruvate fermentation to acetate and lactate II",8.05073255056329,0.297879891439368,27.049409750188,3.60125613412224,0.382928322232126,9.41400670650479,1.53895271628303,0.35224282485924,4.37352118067831,-0.567958213635289,0.30164273396553,-1.88369595419462,1.86873671076293e-20,9.69383627886124e-10,0.000200219074773977,0.0736053759236328,6.18669209142232e-18,3.30752543836189e-07,0.0524911525417693,1,"PWY-5100: pyruvate fermentation to acetate and lactate II"
"PWY-5103: L-isoleucine biosynthesis III",8.92245290402971,0.26356749271624,33.8871483382731,3.34879035329597,0.338819304965744,9.89466200974846,1.88861311178735,0.311668430275135,6.06544206349159,-0.22404705276206,0.266896898287439,-0.839776909937887,6.76999192724806e-23,3.59216689589077e-10,2.49135802977359e-06,0.415356660373224,2.29139463514597e-20,1.26045003216574e-07,0.000731934324205348,1,"PWY-5103: L-isoleucine biosynthesis III"
"PWY-5104: L-isoleucine biosynthesis IV",7.19931749820308,0.690304809041542,11.390851009642,3.736654733044,0.887395456866045,4.61212662806684,-14.9744353764947,0.816285096572904,-19.809713893537,-0.45790323002296,0.699024794398472,-0.660159939826876,1.72820490853693e-05,0.00339738339902754,9.652124013243e-10,0.564340653905305,0.00400032108631105,0.231231917558785,2.97374808463577e-07,1,"PWY-5104: L-isoleucine biosynthesis IV"
"PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",-9.13846147876584,1.27076999129898,-7.39636071788369,3.14997411508963,1.633590701137,2.00747520413448,15.2407266294408,1.50268488859247,10.4842967251112,0.822430320399301,1.28682245909438,0.661260674756398,4.16298815393741e-06,0.16625184796392,4.20263121984949e-08,0.547534489420213,0.00114496855814657,0.940287569906372,1.25360969829064e-05,1,"PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)"
"PWY-5136: fatty acid &beta;-oxidation II (peroxisome)",2.4280932481435,1.43171097696455,1.77404779902982,-6.51342065704176,1.84048234904754,-3.61122602633146,-10.3263812179242,1.6929975248451,-6.24658130683861,-0.0378778510839266,1.44979646411598,-0.0413374514611005,0.139939429642854,0.00633777220160321,0.000294766370090229,0.788739072607929,0.991688416499259,0.458814853576892,0.0110397333557496,1,"PWY-5136: fatty acid &beta;-oxidation II (peroxisome)"
"PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)",-7.78383585236006,1.31152767982741,-6.06992578894423,2.94032424971157,1.68598521897719,1.81643805111699,2.16719108218776,1.5508808351957,1.46184686939195,-1.57769788510977,1.32809500199222,-1.21200166025806,0.000214662499775062,0.170697832133331,0.281718589362842,0.346362552508615,0.023391086086206,0.97625840288399,0.996995389651706,1,"PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)"
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",7.45857372455638,1.23510917258686,6.19928400903041,-10.7540479558735,1.58774827312727,-6.89635899319569,-14.8746997513385,1.46051598803576,-10.3942160845756,-1.16649677356867,1.25071117007855,-0.974411264544946,9.97192114818195e-05,1.97517535147108e-05,1.56515889554454e-08,0.417164819235587,0.0140114559154743,0.00643606261766531,4.74734457717348e-06,1,"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)"
"PWY-5177: glutaryl-CoA degradation",3.27082930675402,1.31955746286536,2.5705652510516,-0.141663825864158,1.69630760539861,-0.0352815077283182,-11.9326106892375,1.56037604968174,-7.85076766960218,1.65347894309728,1.33622621788938,1.25928016283586,0.0332527546634131,0.886903987052475,1.68301555122062e-06,0.289520121092823,0.91538355220039,1,0.000494692024074383,1,"PWY-5177: glutaryl-CoA degradation"
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)",7.65086542846422,0.330192052076732,23.1858218701884,2.89016070622051,0.424466008447777,6.8137360291877,2.55847393750114,0.390451938892462,6.55655293460504,-0.498894438487232,0.334363064390961,-1.49276939008436,8.47892749143014e-19,3.69040469461338e-07,6.74305734716934e-07,0.15112211867214,2.74802842437518e-16,0.000119365323902114,0.000201716995603601,1,"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)"
"PWY-5189: tetrapyrrole biosynthesis II (from glycine)",-2.81947990433382,1.7001803972913,-1.64721067143481,-2.24624913857473,2.18560314320252,-1.05785580737693,-4.34785784121303,2.01046248210444,-2.21969476673249,-1.39349147369356,1.72165721155413,-0.810263434423673,0.133818466422069,0.376414833876134,0.0702530035550571,0.478433290511836,1,1,0.965132286839161,1,"PWY-5189: tetrapyrrole biosynthesis II (from glycine)"
"PWY-5265: peptidoglycan biosynthesis II (staphylococci)",-8.65767536215777,0.920016750531742,-9.92252686217012,3.00948538281551,1.18269302773088,2.75770617803929,17.6277965923065,1.08791935420415,17.2199991788872,-0.198586194054764,0.931638475438898,-0.227186755733154,1.10371547035193e-06,0.119774010853171,2.55875259104305e-11,0.678077008636523,0.000294954446641507,0.709950634650821,8.13959017160766e-09,1,"PWY-5265: peptidoglycan biosynthesis II (staphylococci)"
"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)",-1.07498824941139,1.96110023995983,-0.536557552988513,-6.3009861884786,2.52101886095151,-2.52282524943773,1.65269026542706,2.31900006750267,0.723576457579884,3.38492463829167,1.98587301446746,1.71335886939617,0.612951678833417,0.0302611698499435,0.495741468919032,0.127749731017285,1,0.956571717073149,1,1,"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)"
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)",5.18646777023238,0.94729951993591,5.87997018157133,-11.0235489690532,1.21776536867777,-9.59710823613592,-13.0701292213742,1.12018121558214,-12.3827845338415,0.0793889756758447,0.959265882960291,0.0818399064854161,0.000270617137980217,6.11743252301039e-07,6.27025031549322e-09,0.767294330778723,0.0604651425362279,0.000207143452116199,1.92603580016076e-06,1,"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)"
"PWY-5367: petroselinate biosynthesis",-9.12747328839692,1.29596880868131,-7.19105414460542,3.20984281467663,1.6659840957224,1.98282616160421,15.3063184168959,1.53248247773142,10.2304120850647,0.837012891360835,1.31233958994594,0.657410267104912,2.5384774451076e-06,0.153747002244486,1.30788011872188e-08,0.553943343293565,0.00070844597387707,0.944697606356158,3.99727897398697e-06,0.998517205478798,"PWY-5367: petroselinate biosynthesis"
"PWY-5384: sucrose degradation IV (sucrose phosphorylase)",-0.644452855419454,1.68102966586767,-0.367290702546785,-0.539765202180219,2.16098463868335,-0.23663210696947,8.2393147292347,1.98781675163171,4.18333907823342,0.749120113304317,1.70226456656506,0.438673219730106,0.720260907307156,0.777872547295101,0.000501402901080612,0.671916660604174,1,1,0.117556331684037,1,"PWY-5384: sucrose degradation IV (sucrose phosphorylase)"
"PWY-5484: glycolysis II (from fructose 6-phosphate)",8.67636052926677,0.259718850292687,33.4325300165385,3.47193604118356,0.333871827044353,10.4085972970986,1.02111860471948,0.307117412505541,3.32771654511382,-0.326797305719298,0.262999639506101,-1.24262642324169,8.70633025112764e-23,1.21737316631084e-10,0.0028888726302822,0.231514819924504,2.93896872304886e-20,4.36543016048604e-08,0.670922378544041,1,"PWY-5484: glycolysis II (from fructose 6-phosphate)"
"PWY-5497: purine nucleobases degradation II (anaerobic)",-8.03868488738447,1.36375387517047,-5.98543032815767,3.11489482206101,1.753122645618,1.81233072139369,1.79678069665756,1.6126382854566,1.13197446423933,-1.23034203447078,1.38098092279665,-0.905012285004631,3.5452050207007e-05,0.147731311256039,0.36784676057379,0.453353199211617,0.00919462766067072,0.993422745170974,0.994239210129771,1,"PWY-5497: purine nucleobases degradation II (anaerobic)"
"PWY-5505: L-glutamate and L-glutamine biosynthesis",4.19730943969324,1.43147355277037,2.99625258862539,-1.95889885746066,1.84017713727948,-1.04593892537518,-12.3870046522698,1.69271677085245,-7.43773916272356,0.444477297213237,1.44955604076045,0.313181546937154,0.011807983634638,0.319716128512,7.26318338594573e-07,0.711345716981605,0.773503346003607,1,0.000217408840901852,1,"PWY-5505: L-glutamate and L-glutamine biosynthesis"
"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation",-7.08114360271859,1.33575429648942,-5.37892400614989,1.86312230525759,1.71712883738968,1.10596470527197,-0.184739334992148,1.57952879746188,-0.143355256896181,-1.14832692275292,1.35262765120647,-0.88076260926886,0.000203427433296603,0.373924115669644,0.73066527060908,0.474524836712797,0.0248065399972405,1,1,1,"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation"
"PWY-5656: mannosylglycerate biosynthesis I",-6.60247598481798,1.47571012390413,-4.52603163837924,1.08667068426493,1.89704380217485,0.578674624253155,-1.14758667859016,1.74502649442241,-0.676714355855484,-0.37311631751056,1.49435141178591,-0.265540219598366,0.000645399476610903,0.570181716615695,0.550535340895813,0.714068565714789,0.113676365917791,1,1,1,"PWY-5656: mannosylglycerate biosynthesis I"
"PWY-5659: GDP-mannose biosynthesis",5.9881212588513,0.395979629588749,15.1304176774538,3.9883614985194,0.509036761306133,7.83998575134338,1.74570642798714,0.468245716886354,3.73090902041689,-0.583243015134899,0.4009816758246,-1.45516725298618,2.4354174250655e-14,3.00329662806056e-08,0.00101013276704059,0.160274618218674,7.57343304998886e-12,9.850462964696e-06,0.256870581363591,1,"PWY-5659: GDP-mannose biosynthesis"
"PWY-5667: CDP-diacylglycerol biosynthesis I",8.9945934761309,0.249682974044972,36.0619257039517,2.95809526142131,0.320970582737135,9.22735219182935,0.706509117730835,0.295249993787374,2.39600446854919,-0.372896234137276,0.252836989269883,-1.47551738595897,1.3731627328323e-23,1.52499338274463e-09,0.0258906319374263,0.158031589882749,4.77996192148063e-21,5.16104310996312e-07,1,1,"PWY-5667: CDP-diacylglycerol biosynthesis I"
"PWY-5675: nitrate reduction V (assimilatory)",-1.12239945832587,1.42202628046018,-0.776535295707563,-4.22019329860132,1.82803255068811,-2.35415304467665,-6.59697719263449,1.6815453760004,-4.02100516731232,-0.572994054687944,1.4399894297536,-0.401896521637183,0.4779631618188,0.0588049353156136,0.00412752429300504,0.663913182217274,1,0.95287247215702,0.324971975579227,1,"PWY-5675: nitrate reduction V (assimilatory)"
"PWY-5676: acetyl-CoA fermentation to butanoate II",1.74628962791769,2.12148851203789,0.843908627726409,-1.73142674221785,2.72719998863957,-0.630052738016002,-7.84880802997018,2.50865912021039,-3.15100195952043,-1.49997241923036,2.14828732397946,-0.70744289918719,0.432419732533714,0.550913197028397,0.00776306204874838,0.518101588544667,1,1,0.792024654643676,1,"PWY-5676: acetyl-CoA fermentation to butanoate II"
"PWY-5686: UMP biosynthesis",9.74700848458173,0.663706232810842,16.0438070233635,3.15513064603931,0.853202654792131,4.0487751948165,-17.301463939883,0.784832293285433,-23.8665109781235,-0.372825564120606,0.672090222833234,-0.566492171730535,3.71226694803313e-08,0.00546949512524026,7.62567092804645e-14,0.595092894840834,9.8775148449231e-06,0.419103646793116,2.54277848776852e-11,1,"PWY-5686: UMP biosynthesis"
"PWY-5686: UMP biosynthesis I",-8.58986557189542,0.918936413782894,-9.78666750179784,3.12808641839314,1.18130424134224,2.78283286725557,19.7147772997059,1.08664185653093,19.1193840968355,-0.256828828790852,0.930544491790147,-0.294357629598042,1.61395170812997e-07,0.08612002361018,1.36722014143552e-12,0.707572052040524,4.77445099325187e-05,0.740916346278175,4.50807827202705e-10,0.992680991742369,"PWY-5686: UMP biosynthesis I"
"PWY-5690: TCA cycle II (plants and fungi)",4.96795205352133,1.50057441891508,3.37848387367571,-1.51603409933967,1.92900716407223,-0.761718372388526,-12.3849598958614,1.77442851102202,-7.085128159719,-1.28740087259129,1.51952979455282,-0.860863386682449,0.00537486951889045,0.467857548805464,1.15918843337018e-06,0.444278235258159,0.557554127705516,1,0.00034610252801205,1,"PWY-5690: TCA cycle II (plants and fungi)"
"PWY-5695: inosine 5'-phosphate degradation",-8.56995000119081,0.929858257329187,-9.65090488717097,2.93249222074196,1.19534440768128,2.6254468000123,17.7819328764184,1.09955693114314,17.0472858164557,-0.101700278098758,0.941604300934458,-0.132777857961548,5.16997472010255e-07,0.127392659044578,6.13024304624497e-11,0.713849341024772,0.000145406399430278,0.721105899849424,1.9346139922013e-08,1,"PWY-5695: inosine 5'-phosphate degradation"
"PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation",9.07886273679783,0.744890911005443,13.463384106843,3.16199898544934,0.957566572953224,3.64268808438952,-16.8450276791877,0.880833135250206,-20.8411196173163,-0.433306015881089,0.754300432352246,-0.665423409985651,7.8180885228364e-08,0.00967780398356506,8.77839467783303e-13,0.54105641398924,2.07699719053406e-05,0.53514790087508,2.9028779380269e-10,1,"PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation"
"PWY-5723: Rubisco shunt",-2.2017447666184,2.08243811131379,-1.0519288623812,-0.206870168246203,2.67700021060314,-0.0602033855595082,-6.6607246367829,2.46248204059459,-2.72668522700924,4.44126924667665,2.10874363548156,2.12233788608129,0.333108302350639,0.854748191998017,0.0179444161396133,0.0595181976517071,1,1,0.939666500719668,1,"PWY-5723: Rubisco shunt"
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis",-9.29527436762581,1.43731495536113,-6.55610093766967,3.26836360064757,1.84768633329386,1.78279089025472,2.0852887169006,1.69962422653792,1.24029859889174,0.779025056622585,1.45547123241423,0.546747627702608,5.29197432634979e-06,0.18027493327703,0.326846711563732,0.602062932468379,0.0014682450834344,0.973463289925946,0.99626453535829,1,"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis"
"PWY-5840: superpathway of menaquinol-7 biosynthesis",-9.19450331171661,1.4907110244118,-6.24764305535312,3.27851188539737,1.91632764720251,1.73485577399244,2.2060820309865,1.76276505188166,1.28822042185189,0.556432367735908,1.50954180486418,0.381226866894676,1.69338978129822e-05,0.178168870954984,0.316340227501906,0.667274015286626,0.00447224693847924,0.97094739742132,0.986879633446431,1,"PWY-5840: superpathway of menaquinol-7 biosynthesis"
"PWY-5897: superpathway of menaquinol-11 biosynthesis",-9.13706477773747,1.47940926652064,-6.31523711227677,2.90190828664229,1.90179909622641,1.5749316749867,2.17037058911192,1.74940072874384,1.2966368874639,0.839786113950946,1.49809728226673,0.595201769164652,8.73266397737049e-05,0.236900709428394,0.331824675135136,0.561234166647941,0.0215503273450357,0.989055396630151,0.978184222750527,1,"PWY-5897: superpathway of menaquinol-11 biosynthesis"
"PWY-5898: superpathway of menaquinol-12 biosynthesis",-9.14525759664391,1.45705829968916,-6.39257830856478,3.08096763757533,1.8730666491059,1.70106179824134,2.12043980596332,1.72297072147812,1.28331918136083,0.751814948312631,1.47546397624113,0.529902701741353,3.97519229051249e-05,0.182080112705475,0.325616486913471,0.598402512558233,0.0101028374015469,0.976547498701419,0.994410916410651,1,"PWY-5898: superpathway of menaquinol-12 biosynthesis"
"PWY-5899: superpathway of menaquinol-13 biosynthesis",-9.0855605859058,1.45251180955812,-6.35584081208467,3.02729109549823,1.86722207923744,1.63613748431387,2.0025978134171,1.71759449913825,1.21110764110114,0.757721823029905,1.47086005448444,0.544006972563379,1.94347177290867e-05,0.20921996461372,0.32868047400058,0.601285462838353,0.0050969960579047,0.99410832453311,0.999428904167432,1,"PWY-5899: superpathway of menaquinol-13 biosynthesis"
"PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)",-9.05487417782586,1.25669414897759,-7.35560844214279,3.29615553303635,1.61549602996572,2.09170562007125,14.2946477796206,1.48604021198271,9.86084094906999,0.595671350436125,1.27256880961112,0.484277284526192,3.01099816210973e-06,0.138148175373769,2.49539594431123e-08,0.625266746532,0.000830447000239867,0.931443178644686,7.54790815695499e-06,1,"PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)"
"PWY-5913: TCA cycle VI (obligate autotrophs)",5.68065705322272,0.793312975992475,7.48866165652395,4.37989121730492,1.0198137424916,4.50103361771228,-13.3438218825694,0.938092203239431,-14.7483090694052,-0.439416656291787,0.80333416872286,-0.549139817405648,8.75428328982899e-05,0.0018136814757184,1.95086644755316e-09,0.586878117676256,0.0102549268334959,0.168963922640582,6.01068336452196e-07,1,"PWY-5913: TCA cycle VI (obligate autotrophs)"
"PWY-5913: partial TCA cycle (obligate autotrophs)",-9.38852272836925,1.48875461176762,-6.42394248242928,3.21541953394135,1.91381265430451,1.71939739719747,11.6714385806108,1.76045159489387,6.77553660071021,1.0424019306752,1.50756067865958,0.715926341933186,1.59832660111443e-05,0.18765382430682,1.1162520470323e-05,0.531977330282312,0.00420214793335457,0.977623845466503,0.00296122841179414,1,"PWY-5913: partial TCA cycle (obligate autotrophs)"
"PWY-5918: superpathay of heme biosynthesis from glutamate",-4.07704628028031,1.68652349329512,-2.41852851003714,-1.04860746294787,2.1680470224826,-0.510674753954895,-3.565727551893,1.99431319985781,-1.82726973185004,-0.650964296734705,1.70782779245837,-0.389677478497305,0.0400281652745522,0.634707849824443,0.140237960725648,0.647499360090684,0.965159990440599,1,0.989414470591141,1,"PWY-5918: superpathay of heme biosynthesis from glutamate"
"PWY-5941: glycogen degradation II",-8.46398167178161,0.907624256818291,-9.7956215459568,3.04858958805765,1.16676232222728,2.75148301875153,18.1350845653064,1.07326523649387,17.8459371959523,-0.347246776841305,0.919089438757322,-0.385092192338914,3.69307065819016e-07,0.0896346696753995,3.03609076682444e-12,0.637870681027164,0.000105181175055773,0.777086540701004,9.93210486132691e-10,1,"PWY-5941: glycogen degradation II"
"PWY-5941: glycogen degradation II (eukaryotic)",5.37201169396187,0.917724659703349,6.27391309234186,-10.431786514507,1.17974651633302,-9.3823931707382,-12.8966775120116,1.08520895792891,-12.594296766826,-0.794729928524698,0.929317430736507,-0.935143836673435,0.000422346842505769,7.0457042028408e-06,1.73266982862047e-08,0.453437123444324,0.0485681721574837,0.00230758669875109,5.25818644713655e-06,1,"PWY-5941: glycogen degradation II (eukaryotic)"
"PWY-5971: palmitate biosynthesis (type II fatty acid synthase)",-8.42336479221682,1.90985439321603,-4.4475922792321,3.14227973130756,2.45514168468377,1.29232677865992,10.3636818529889,2.25840187897737,4.64641611808842,-0.359837423206962,1.93397982610391,-0.183530969582587,0.000614548535507029,0.269706286602655,0.000526749795384556,0.78681217306944,0.116591482316405,1,0.099056550367537,1,"PWY-5971: palmitate biosynthesis (type II fatty acid synthase)"
"PWY-5973: cis-vaccenate biosynthesis",8.56319456402281,0.227608817962968,37.6636114298788,2.77453042974476,0.292593979293621,9.49425453041989,2.03187288759598,0.269147315096518,7.55851802956652,-0.423648293950584,0.230483990689203,-1.83890723526219,4.64970918945453e-24,8.86189730649065e-10,6.67349705361411e-08,0.0823170114773424,1.64789169097546e-21,3.02869961402552e-07,2.05958489075033e-05,1,"PWY-5973: cis-vaccenate biosynthesis"
"PWY-5981: CDP-diacylglycerol biosynthesis III",-8.46038844436235,0.905582598900576,-9.80152449661635,2.94084762071106,1.16413774546507,2.69989222508222,17.8429619029788,1.07085097701212,17.6377149023116,-0.195140446379499,0.917021990454095,-0.278200391292882,4.48002560191757e-07,0.124146098548939,3.94615629202062e-11,0.686039392867606,0.000126438357272595,0.749866950772973,1.26067312446056e-08,1,"PWY-5981: CDP-diacylglycerol biosynthesis III"
"PWY-5989: stearate biosynthesis II (bacteria and plants)",2.05696376554553,1.40738978920329,1.52214938870147,-7.85844538660335,1.80921715830535,-4.44877987437815,4.08737814521882,1.66423773230064,2.53199805963685,0.188024382794555,1.4251680491728,0.135379339199012,0.1718022357599,0.00239280100616598,0.0305563086770374,0.812224228518004,1,0.213780303281003,0.971714034287618,1,"PWY-5989: stearate biosynthesis II (bacteria and plants)"
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I",9.27786643715352,0.224778682287262,41.3302751810658,3.21535635370035,0.288955804522069,11.1438080670151,1.73729174462486,0.265800681054427,6.54474314735737,-0.349494448988125,0.227618104514113,-1.53641280512329,4.70020991248463e-25,3.21396230608887e-11,8.05673381821581e-07,0.143608499837202,1.70809624837255e-22,1.1693232008779e-08,0.000240192301913893,1,"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I"
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II",9.50598894997464,0.227150991924204,41.9033493176668,3.0839313637891,0.292005438200596,10.5767501286235,1.58917313001184,0.268605936031254,5.92424437346725,-0.405074059431993,0.230020381355434,-1.76232463371468,3.2613533966806e-25,9.83764443745223e-11,3.86226375242424e-06,0.0953351415673095,1.19050332777923e-22,3.53920672050717e-08,0.00111735676617723,1,"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II"
"PWY-6123: inosine-5'-phosphate biosynthesis I",8.79351029664846,0.259453875422819,33.9191320603754,3.26208249593743,0.333531198538474,9.78953438476915,2.20506588820039,0.306804079852476,7.19350174704787,-0.558113313607857,0.262731317452561,-2.12475310966347,6.10420709273895e-23,4.32439742035804e-10,1.49942899843228e-07,0.045751224067676,2.07075719565752e-20,1.51261366375776e-07,4.56942863835343e-05,1,"PWY-6123: inosine-5'-phosphate biosynthesis I"
"PWY-6124: inosine-5'-phosphate biosynthesis II",8.67049234836386,0.262557845488124,33.0477947207096,3.27516319949831,0.337521390839213,9.71209124534336,2.29372827282366,0.310474522925349,7.39400153073784,-0.57462192387491,0.265874497115081,-2.16174849357669,1.16219075885507e-22,5.01551360582565e-10,9.15222974515284e-08,0.0423222894710378,3.90997261304046e-20,1.74330439894625e-07,2.81338997227154e-05,1,"PWY-6124: inosine-5'-phosphate biosynthesis II"
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II",8.29086522430726,1.40635997863517,5.99570451490032,-12.1163434669521,1.80789332395333,-6.76937986569491,-1.63917796530284,1.66301998181124,-0.987433562000519,-0.368653888013304,1.42412522995552,-0.269420282947337,1.99981803343842e-05,2.22491310790732e-06,0.335032924650932,0.759870316144499,0.00493501541349941,0.00075294872959984,1,1,"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II"
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II",8.22292458259139,0.977584176736483,8.67552865108768,3.20723147398478,1.25669667337908,2.62653982443552,-1.52428913669534,1.15599280732732,-1.32342018015802,0.542298551093984,0.989933097958898,0.535739637149004,8.96597231221859e-07,0.0219144489879363,0.197756256157991,0.598023164164966,0.000229077340300396,0.978343137956255,1,1,"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II"
"PWY-6143: CMP-pseudaminate biosynthesis",1.34250018882193,1.91779095938312,0.720881479588333,-4.40652987137276,2.46534423965303,-1.79301170640999,-9.90276010204425,2.26778686455954,-4.41676750555493,1.6784608086458,1.94201664760727,0.871951218902334,0.50054272894788,0.108981960640625,0.000483186365564324,0.434003016180953,1,1,0.135465400081494,1,"PWY-6143: CMP-pseudaminate biosynthesis"
"PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I",5.19269103583776,1.40898899013776,3.74162467075223,-9.90563083668383,1.81127295108744,-5.51112288120736,1.43165359965207,1.66612878661772,0.883651859529394,1.18474448581582,1.42678745134092,0.83173701768559,0.00221523833425261,5.02725621233744e-05,0.396524301723442,0.449032381099999,0.348300934286292,0.0165493930896986,1,1,"PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"
"PWY-6151: S-adenosyl-L-methionine cycle I",9.47196567628648,0.712732590624196,14.3382428104754,2.73287229927427,0.91622665030893,3.22322421205917,-17.1605106955784,0.842805937244044,-21.8018972842338,-0.417254010382272,0.721735885505306,-0.593068396979215,1.26982691763603e-07,0.0142560375447989,2.44499386015118e-12,0.575008043742131,3.27615257732391e-05,0.691455207188372,7.98940406887549e-10,1,"PWY-6151: S-adenosyl-L-methionine cycle I"
