"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II","Groups","Y",-0.0828661785710988,0.629161369561325,0.896530482815135,"GroupsY",0.985420635210029,22,18
"COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian.","Groups","Y",0.0194380419197248,0.274152489718702,0.944179715077118,"GroupsY",0.987788240810317,22,12
"GALACTUROCAT.PWY..D.galacturonate.degradation.I","Groups","Y",-0.0254602393971913,0.326744864971138,0.938665316278115,"GroupsY",0.987788240810317,22,22
"GLYCOCAT.PWY..glycogen.degradation.I..bacterial.","Groups","Y",-0.0223041398403571,0.390085688945535,0.954971166467191,"GroupsY",0.987788240810317,22,5
"METSYN.PWY..superpathway.of.L.homoserine.and.L.methionine.biosynthesis","Groups","Y",0.0220398914100749,0.360316928183665,0.951832495356076,"GroupsY",0.987788240810317,22,4
"NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I","Groups","Y",-0.0177514383621512,0.255578196050635,0.94531642584053,"GroupsY",0.987788240810317,22,10
"PWY.1042..glycolysis.IV","Groups","Y",-0.0108671864855115,0.253572826515812,0.966241085269925,"GroupsY",0.987788240810317,22,10
"PWY.2723..trehalose.degradation.V","Groups","Y",-0.0166391225918081,0.393421410200742,0.966684208089151,"GroupsY",0.987788240810317,22,5
"PWY.4321..L.glutamate.degradation.IV","Groups","Y",-0.0184155367465178,0.480432181978062,0.969803662383326,"GroupsY",0.987788240810317,22,10
"PWY.4984..urea.cycle","Groups","Y",-0.0059026669662481,0.311293991800653,0.985059544012498,"GroupsY",0.987788240810317,22,5
"PWY.5659..GDP.mannose.biosynthesis","Groups","Y",0.0259803459059784,0.411087728026263,0.950235390966654,"GroupsY",0.987788240810317,22,22
"PWY.6123..inosine.5..phosphate.biosynthesis.I","Groups","Y",0.0168001403612167,0.18000386477311,0.92656837050563,"GroupsY",0.987788240810317,22,22
"PWY.6124..inosine.5..phosphate.biosynthesis.II","Groups","Y",0.0131092603478437,0.202860738407117,0.949116549659862,"GroupsY",0.987788240810317,22,22
"PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I","Groups","Y",-0.0465085517478821,0.474812846689392,0.922945964056754,"GroupsY",0.987788240810317,22,22
"PWY.621..sucrose.degradation.III..sucrose.invertase.","Groups","Y",0.0249387917256251,0.647219812285497,0.96964540705697,"GroupsY",0.987788240810317,22,14
"PWY.6700..queuosine.biosynthesis","Groups","Y",0.028469153964749,0.327126071803781,0.931514633912865,"GroupsY",0.987788240810317,22,12
"PWY.6700..queuosine.biosynthesis.I..de.novo.","Groups","Y",-0.0154441546165895,0.332448363140361,0.963407710300152,"GroupsY",0.987788240810317,22,10
"PWY.702..L.methionine.biosynthesis.II","Groups","Y",-0.0508360180785388,0.814541456744756,0.95085537405003,"GroupsY",0.987788240810317,22,10
"PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV","Groups","Y",-0.035144992789057,0.492914982082051,0.943866920210899,"GroupsY",0.987788240810317,22,21
"PWY.7242..D.fructuronate.degradation","Groups","Y",-0.0147270997161933,0.495049565619639,0.976562303619528,"GroupsY",0.987788240810317,22,22
"PWY.7316..dTDP.N.acetylviosamine.biosynthesis","Groups","Y",0.0402060692082028,0.70633381759667,0.955172030856472,"GroupsY",0.987788240810317,22,10
"PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis","Groups","Y",-0.037335167370311,1.55354127625514,0.981065011354041,"GroupsY",0.987788240810317,22,15
"PWY.7456..mannan.degradation","Groups","Y",-0.0172003562276302,0.813727768081249,0.983345255126656,"GroupsY",0.987788240810317,22,12
"PWY.7688..dTDP..alpha..D.ravidosamine.and.dTDP.4.acetyl..alpha..D.ravidosamine.biosynthesis","Groups","Y",0.00928020895405828,0.353795619696224,0.979333513423699,"GroupsY",0.987788240810317,22,5
"PWY.7977..L.methionine.biosynthesis.IV","Groups","Y",-0.00967810559713456,0.336870811318022,0.977365136293619,"GroupsY",0.987788240810317,22,10
"PWY.8178..pentose.phosphate.pathway..non.oxidative.branch..II","Groups","Y",0.0504989479415419,0.478766065546873,0.917047810671818,"GroupsY",0.987788240810317,22,10
"PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate.","Groups","Y",0.0190931667654043,0.282342488370139,0.946756335059646,"GroupsY",0.987788240810317,22,12
"PWY.7323..superpathway.of.GDP.mannose.derived.O.antigen.building.blocks.biosynthesis","Groups","Y",-0.00219897551020921,0.34170180157425,0.994929116742341,"GroupsY",0.994929116742341,22,22
