"","Unadjusted_p","FDR","Pathway"
"P162.PWY:L.glutamate.degradation.V.(via.hydroxyglutarate)",0.636473273799404,0.740041410068538,"P162.PWY:L.glutamate.degradation.V.(via.hydroxyglutarate)"
"CITRULBIO.PWY:L.citrulline.biosynthesis",0.639331728679115,0.74117218103508,"CITRULBIO.PWY:L.citrulline.biosynthesis"
"PWY.7219:adenosine.ribonucleotides.de.novo.biosynthesis",0.647014576486888,0.747872731056903,"PWY.7219:adenosine.ribonucleotides.de.novo.biosynthesis"
"PWY.4702:phytate.degradation.I",0.65372899897712,0.753417878586534,"PWY.4702:phytate.degradation.I"
"PWY0.1296:purine.ribonucleosides.degradation",0.660471881060116,0.754550724583214,"PWY0.1296:purine.ribonucleosides.degradation"
"PWY.6703:preQ0.biosynthesis",0.660471881060116,0.754550724583214,"PWY.6703:preQ0.biosynthesis"
"FUCCAT.PWY:fucose.degradation",0.660471881060116,0.754550724583214,"FUCCAT.PWY:fucose.degradation"
"POLYAMSYN.PWY:superpathway.of.polyamine.biosynthesis.I",0.715490189471109,0.815036650614916,"POLYAMSYN.PWY:superpathway.of.polyamine.biosynthesis.I"
"TCA:TCA.cycle.I.(prokaryotic)",0.72338485149859,0.821648111673254,"TCA:TCA.cycle.I.(prokaryotic)"
"PWY.5097:L.lysine.biosynthesis.VI",0.732546864899806,0.822545479730354,"PWY.5097:L.lysine.biosynthesis.VI"
"PWY.5667:CDP.diacylglycerol.biosynthesis.I",0.732546864899806,0.822545479730354,"PWY.5667:CDP.diacylglycerol.biosynthesis.I"
"PWY0.1319:CDP.diacylglycerol.biosynthesis.II",0.732546864899806,0.822545479730354,"PWY0.1319:CDP.diacylglycerol.biosynthesis.II"
"PWY.3001:superpathway.of.L.isoleucine.biosynthesis.I",0.732546864899806,0.822545479730354,"PWY.3001:superpathway.of.L.isoleucine.biosynthesis.I"
"PYRIDNUCSAL.PWY:NAD.salvage.pathway.I",0.73566708213282,0.823695621875209,"PYRIDNUCSAL.PWY:NAD.salvage.pathway.I"
"PWY.6588:pyruvate.fermentation.to.acetone",0.755217925898143,0.843183650221507,"PWY.6588:pyruvate.fermentation.to.acetone"
"PWY.5177:glutaryl.CoA.degradation",0.757935235886866,0.843820248451949,"PWY.5177:glutaryl.CoA.degradation"
"PWY.7198:pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV",0.762883616435945,0.846930116551769,"PWY.7198:pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV"
"PWYG.321:mycolate.biosynthesis",0.785576763186199,0.857645934677806,"PWYG.321:mycolate.biosynthesis"
"PWY0.862:(5Z).dodec.5.enoate.biosynthesis",0.785576763186199,0.857645934677806,"PWY0.862:(5Z).dodec.5.enoate.biosynthesis"
"PWY.7316:dTDP.N.acetylviosamine.biosynthesis",0.785576763186199,0.857645934677806,"PWY.7316:dTDP.N.acetylviosamine.biosynthesis"
"PWY.7388:octanoyl.[acyl.carrier.protein].biosynthesis.(mitochondria..yeast)",0.785576763186199,0.857645934677806,"PWY.7388:octanoyl.[acyl.carrier.protein].biosynthesis.(mitochondria..yeast)"
"FASYN.INITIAL.PWY:superpathway.of.fatty.acid.biosynthesis.initiation.(E..coli)",0.785576763186199,0.857645934677806,"FASYN.INITIAL.PWY:superpathway.of.fatty.acid.biosynthesis.initiation.(E..coli)"
"PWY.7616:methanol.oxidation.to.carbon.dioxide",0.787812169004295,0.857645934677806,"PWY.7616:methanol.oxidation.to.carbon.dioxide"
"PWY.7046:4.coumarate.degradation.(anaerobic)",0.787812169004295,0.857645934677806,"PWY.7046:4.coumarate.degradation.(anaerobic)"
"DENOVOPURINE2.PWY:superpathway.of.purine.nucleotides.de.novo.biosynthesis.II",0.799189333867868,0.865238039146205,"DENOVOPURINE2.PWY:superpathway.of.purine.nucleotides.de.novo.biosynthesis.II"
"PWY.7187:pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II",0.799189333867868,0.865238039146205,"PWY.7187:pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II"
"PWY.5676:acetyl.CoA.fermentation.to.butanoate.II",0.801494390017394,0.865349712298999,"PWY.5676:acetyl.CoA.fermentation.to.butanoate.II"
"PWY.7221:guanosine.ribonucleotides.de.novo.biosynthesis",0.807530704589528,0.867102641813346,"PWY.7221:guanosine.ribonucleotides.de.novo.biosynthesis"
"PWY.6549:L.glutamine.biosynthesis.III",0.807530704589528,0.867102641813346,"PWY.6549:L.glutamine.biosynthesis.III"
"P562.PWY:myo.inositol.degradation.I",0.865967469618119,0.925334247616629,"P562.PWY:myo.inositol.degradation.I"
"FASYN.ELONG.PWY:fatty.acid.elongation....saturated",0.87353436607066,0.925334247616629,"FASYN.ELONG.PWY:fatty.acid.elongation....saturated"
"PWY.7664:oleate.biosynthesis.IV.(anaerobic)",0.87353436607066,0.925334247616629,"PWY.7664:oleate.biosynthesis.IV.(anaerobic)"
"PWY.6282:palmitoleate.biosynthesis.I.(from.(5Z).dodec.5.enoate)",0.87353436607066,0.925334247616629,"PWY.6282:palmitoleate.biosynthesis.I.(from.(5Z).dodec.5.enoate)"
"PWY.5989:stearate.biosynthesis.II.(bacteria.and.plants)",0.87353436607066,0.925334247616629,"PWY.5989:stearate.biosynthesis.II.(bacteria.and.plants)"
"PWY.6151:S.adenosyl.L.methionine.cycle.I",0.87868388384405,0.928287006319118,"PWY.6151:S.adenosyl.L.methionine.cycle.I"
"ANAGLYCOLYSIS.PWY:glycolysis.III.(from.glucose)",0.883645765998707,0.928536861062812,"ANAGLYCOLYSIS.PWY:glycolysis.III.(from.glucose)"
"GLUCONEO.PWY:gluconeogenesis.I",0.883645765998707,0.928536861062812,"GLUCONEO.PWY:gluconeogenesis.I"
"PWY.1269:CMP.3.deoxy.D.manno.octulosonate.biosynthesis.I",0.918176384967532,0.962248851445973,"PWY.1269:CMP.3.deoxy.D.manno.octulosonate.biosynthesis.I"
"PWY.821:superpathway.of.sulfur.amino.acid.biosynthesis.(Saccharomyces.cerevisiae)",0.956607100346829,0.978646620066919,"PWY.821:superpathway.of.sulfur.amino.acid.biosynthesis.(Saccharomyces.cerevisiae)"
"GLYCOLYSIS.E.D:superpathway.of.glycolysis.and.Entner.Doudoroff",0.95768656463038,0.978646620066919,"GLYCOLYSIS.E.D:superpathway.of.glycolysis.and.Entner.Doudoroff"
"DTDPRHAMSYN.PWY:dTDP.L.rhamnose.biosynthesis.I",0.959421716694673,0.978646620066919,"DTDPRHAMSYN.PWY:dTDP.L.rhamnose.biosynthesis.I"
"TRPSYN.PWY:L.tryptophan.biosynthesis",0.959421716694673,0.978646620066919,"TRPSYN.PWY:L.tryptophan.biosynthesis"
"PWY.6353:purine.nucleotides.degradation.II.(aerobic)",0.959823150327038,0.978646620066919,"PWY.6353:purine.nucleotides.degradation.II.(aerobic)"
"PWY.5484:glycolysis.II.(from.fructose.6.phosphate)",0.961215255332902,0.978646620066919,"PWY.5484:glycolysis.II.(from.fructose.6.phosphate)"
"GLYCOGENSYNTH.PWY:glycogen.biosynthesis.I.(from.ADP.D.Glucose)",0.961215255332902,0.978646620066919,"GLYCOGENSYNTH.PWY:glycogen.biosynthesis.I.(from.ADP.D.Glucose)"
"GLYCOLYSIS:glycolysis.I.(from.glucose.6.phosphate)",0.961215255332903,0.978646620066919,"GLYCOLYSIS:glycolysis.I.(from.glucose.6.phosphate)"
"PWY.6527:stachyose.degradation",0.961215255332903,0.978646620066919,"PWY.6527:stachyose.degradation"
"COMPLETE.ARO.PWY:superpathway.of.aromatic.amino.acid.biosynthesis",0.961215255332903,0.978646620066919,"COMPLETE.ARO.PWY:superpathway.of.aromatic.amino.acid.biosynthesis"
"GALACT.GLUCUROCAT.PWY:superpathway.of.hexuronide.and.hexuronate.degradation",0.961215255332903,0.978646620066919,"GALACT.GLUCUROCAT.PWY:superpathway.of.hexuronide.and.hexuronate.degradation"
"ARGSYNBSUB.PWY:L.arginine.biosynthesis.II.(acetyl.cycle)",1,1,"ARGSYNBSUB.PWY:L.arginine.biosynthesis.II.(acetyl.cycle)"
"ARGSYN.PWY:L.arginine.biosynthesis.I.(via.L.ornithine)",1,1,"ARGSYN.PWY:L.arginine.biosynthesis.I.(via.L.ornithine)"
"CALVIN.PWY:Calvin.Benson.Bassham.cycle",1,1,"CALVIN.PWY:Calvin.Benson.Bassham.cycle"
"P461.PWY:hexitol.fermentation.to.lactate..formate..ethanol.and.acetate",1,1,"P461.PWY:hexitol.fermentation.to.lactate..formate..ethanol.and.acetate"
"PWY66.398:TCA.cycle.III.(animals)",1,1,"PWY66.398:TCA.cycle.III.(animals)"
"PWY.2723:trehalose.degradation.V",1,1,"PWY.2723:trehalose.degradation.V"
"PWY.6531:mannitol.cycle",1,1,"PWY.6531:mannitol.cycle"
"PWY.6284:superpathway.of.unsaturated.fatty.acids.biosynthesis.(E..coli)",NA,NA,"PWY.6284:superpathway.of.unsaturated.fatty.acids.biosynthesis.(E..coli)"
"PWY.5367:petroselinate.biosynthesis",NA,NA,"PWY.5367:petroselinate.biosynthesis"
"PWY.7858:(5Z).dodecenoate.biosynthesis.II",NA,NA,"PWY.7858:(5Z).dodecenoate.biosynthesis.II"
"PWY.6285:superpathway.of.fatty.acids.biosynthesis.(E..coli)",NA,NA,"PWY.6285:superpathway.of.fatty.acids.biosynthesis.(E..coli)"
"PWY.7391:isoprene.biosynthesis.II.(engineered)",NA,NA,"PWY.7391:isoprene.biosynthesis.II.(engineered)"
"PWY.5971:palmitate.biosynthesis.(type.II.fatty.acid.synthase)",NA,NA,"PWY.5971:palmitate.biosynthesis.(type.II.fatty.acid.synthase)"
"PWY0.301:L.ascorbate.degradation.I.(bacterial..anaerobic)",NA,NA,"PWY0.301:L.ascorbate.degradation.I.(bacterial..anaerobic)"
"PRPP.PWY:superpathway.of.histidine..purine..and.pyrimidine.biosynthesis",NA,NA,"PRPP.PWY:superpathway.of.histidine..purine..and.pyrimidine.biosynthesis"
"PWY.622:starch.biosynthesis",NA,NA,"PWY.622:starch.biosynthesis"
"PWY.7312:dTDP.D.&beta;.fucofuranose.biosynthesis",NA,NA,"PWY.7312:dTDP.D.&beta;.fucofuranose.biosynthesis"
"P105.PWY:TCA.cycle.IV.(2.oxoglutarate.decarboxylase)",NA,NA,"P105.PWY:TCA.cycle.IV.(2.oxoglutarate.decarboxylase)"
"PWY.5837:2.carboxy.1.4.naphthoquinol.biosynthesis",NA,NA,"PWY.5837:2.carboxy.1.4.naphthoquinol.biosynthesis"
"PWY.6953:dTDP.3.acetamido.3.6.dideoxy.&alpha;.D.galactose.biosynthesis",NA,NA,"PWY.6953:dTDP.3.acetamido.3.6.dideoxy.&alpha;.D.galactose.biosynthesis"
"PWY.7396:butanol.and.isobutanol.biosynthesis.(engineered)",NA,NA,"PWY.7396:butanol.and.isobutanol.biosynthesis.(engineered)"
"PWY66.430:myristate.biosynthesis.(mitochondria)",NA,NA,"PWY66.430:myristate.biosynthesis.(mitochondria)"
"PWY.5861:superpathway.of.demethylmenaquinol.8.biosynthesis.I",NA,NA,"PWY.5861:superpathway.of.demethylmenaquinol.8.biosynthesis.I"
"PWY3O.4107:NAD.salvage.pathway.V.(PNC.V.cycle)",NA,NA,"PWY3O.4107:NAD.salvage.pathway.V.(PNC.V.cycle)"
"PWY.7196:superpathway.of.pyrimidine.ribonucleosides.salvage",NA,NA,"PWY.7196:superpathway.of.pyrimidine.ribonucleosides.salvage"
"PYRIDNUCSAL.PWY:NAD.salvage.pathway.I.(PNC.VI.cycle)",NA,NA,"PYRIDNUCSAL.PWY:NAD.salvage.pathway.I.(PNC.VI.cycle)"
"PWY.561:superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation",NA,NA,"PWY.561:superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation"
"UDPNACETYLGALSYN.PWY:UDP.N.acetyl.D.glucosamine.biosynthesis.II",NA,NA,"UDPNACETYLGALSYN.PWY:UDP.N.acetyl.D.glucosamine.biosynthesis.II"
"PWY.5464:superpathway.of.cytosolic.glycolysis.(plants)..pyruvate.dehydrogenase.and.TCA.cycle",NA,NA,"PWY.5464:superpathway.of.cytosolic.glycolysis.(plants)..pyruvate.dehydrogenase.and.TCA.cycle"
"PROPFERM.PWY:L.alanine.fermentation.to.propanoate.and.acetate",NA,NA,"PROPFERM.PWY:L.alanine.fermentation.to.propanoate.and.acetate"
"PWY.6961:L.ascorbate.degradation.II.(bacterial..aerobic)",NA,NA,"PWY.6961:L.ascorbate.degradation.II.(bacterial..aerobic)"
"PWY0.1415:superpathway.of.heme.biosynthesis.from.uroporphyrinogen.III",NA,NA,"PWY0.1415:superpathway.of.heme.biosynthesis.from.uroporphyrinogen.III"
"PWY.7094:fatty.acid.salvage",NA,NA,"PWY.7094:fatty.acid.salvage"
"PWY.5304:superpathway.of.sulfur.oxidation.(Acidianus.ambivalens)",NA,NA,"PWY.5304:superpathway.of.sulfur.oxidation.(Acidianus.ambivalens)"
"PWY.3781:aerobic.respiration.I.(cytochrome.c)",NA,NA,"PWY.3781:aerobic.respiration.I.(cytochrome.c)"
"PWY.6834:spermidine.biosynthesis.III",NA,NA,"PWY.6834:spermidine.biosynthesis.III"
"PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY:protocatechuate.degradation.II.(ortho.cleavage.pathway)",NA,NA,"PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY:protocatechuate.degradation.II.(ortho.cleavage.pathway)"
"P125.PWY:superpathway.of.(R.R).butanediol.biosynthesis",NA,NA,"P125.PWY:superpathway.of.(R.R).butanediol.biosynthesis"
"PWY.5971:palmitate.biosynthesis.II.(bacteria.and.plants)",NA,NA,"PWY.5971:palmitate.biosynthesis.II.(bacteria.and.plants)"
"PWY.5920:superpathway.of.heme.biosynthesis.from.glycine",NA,NA,"PWY.5920:superpathway.of.heme.biosynthesis.from.glycine"
"PWY.6113:superpathway.of.mycolate.biosynthesis",NA,NA,"PWY.6113:superpathway.of.mycolate.biosynthesis"
"P621.PWY:nylon.6.oligomer.degradation",NA,NA,"P621.PWY:nylon.6.oligomer.degradation"
"PWY3DJ.35471:L.ascorbate.biosynthesis.IV",NA,NA,"PWY3DJ.35471:L.ascorbate.biosynthesis.IV"
"PWY.4722:creatinine.degradation.II",NA,NA,"PWY.4722:creatinine.degradation.II"
"P163.PWY:L.lysine.fermentation.to.acetate.and.butanoate",NA,NA,"P163.PWY:L.lysine.fermentation.to.acetate.and.butanoate"
"REDCITCYC:TCA.cycle.VI.(Helicobacter)",NA,NA,"REDCITCYC:TCA.cycle.VI.(Helicobacter)"
"PWY.6318:L.phenylalanine.degradation.IV.(mammalian..via.side.chain)",NA,NA,"PWY.6318:L.phenylalanine.degradation.IV.(mammalian..via.side.chain)"
"PWY.6953:dTDP.3.acetamido.&alpha;.D.fucose.biosynthesis",NA,NA,"PWY.6953:dTDP.3.acetamido.&alpha;.D.fucose.biosynthesis"
"PWY.7013:(S).propane.1.2.diol.degradation",NA,NA,"PWY.7013:(S).propane.1.2.diol.degradation"
"ORNDEG.PWY:superpathway.of.ornithine.degradation",NA,NA,"ORNDEG.PWY:superpathway.of.ornithine.degradation"
"HCAMHPDEG.PWY:3.phenylpropanoate.and.3.(3.hydroxyphenyl)propanoate.degradation.to.2.oxopent.4.enoate",NA,NA,"HCAMHPDEG.PWY:3.phenylpropanoate.and.3.(3.hydroxyphenyl)propanoate.degradation.to.2.oxopent.4.enoate"
"PWY.6690:cinnamate.and.3.hydroxycinnamate.degradation.to.2.oxopent.4.enoate",NA,NA,"PWY.6690:cinnamate.and.3.hydroxycinnamate.degradation.to.2.oxopent.4.enoate"
"PWY1G.0:mycothiol.biosynthesis",NA,NA,"PWY1G.0:mycothiol.biosynthesis"
"PWY.7204:pyridoxal.5'.phosphate.salvage.II.(plants)",NA,NA,"PWY.7204:pyridoxal.5'.phosphate.salvage.II.(plants)"
