"","Intercept::Est","Intercept::SE","Intercept::t.val","Experiment3:Est","Experiment3:SE","Experiment3:t.val","GroupsY:Est","GroupsY:SE","GroupsY:t.val","(Intercept):pval","Experiment3:pval","GroupsY:pval","(Intercept):pval.padj","Experiment3:pval.padj","GroupsY:pval.padj","Pathway"
"PWY-5177: glutaryl-CoA degradation",5.27405900901334,0.799065706289228,7.23211975825305,-13.3139778456539,0.953379292208806,-15.0998583005624,-0.172256387940449,0.94943153491104,-0.199028555043553,0.000296923018434237,1.03935883320055e-08,0.696977688377205,0.0517128633400223,3.82626082660181e-06,1,"PWY-5177: glutaryl-CoA degradation"
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)",6.48372271937243,1.1005372790427,6.1425304440645,-2.30010318528655,1.31307030684077,-1.77617643253111,1.50294066368012,1.30763313935804,1.15403416030433,0.00021352022460698,0.0938845011480466,0.263254728110884,0.0452484117971398,1,1,"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)"
"PWY-5189: tetrapyrrole biosynthesis II (from glycine)",-4.37459490818057,1.99710104966645,-2.19345449442803,0.205937484298051,2.38277624757844,0.102213845872912,-1.69218824272326,2.37290963688405,-0.730534359858807,0.0516971697931502,0.821420696506516,0.507306497766555,1,1,1,"PWY-5189: tetrapyrrole biosynthesis II (from glycine)"
"PWY-5265: peptidoglycan biosynthesis II (staphylococci)",-3.8705483993606,2.19320264354761,-1.76783097542073,7.36494681137679,2.61674849454629,2.84880480016926,-3.59518733561141,2.60591305051034,-1.39373136230832,0.109770373461355,0.0177978554977045,0.207932045459659,1,0.961745658392802,1,"PWY-5265: peptidoglycan biosynthesis II (staphylococci)"
"PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)",-5.5391496464061,1.40389841559482,-3.98303445593647,-1.6891625953272,1.67501579314228,-1.0663929383987,-1.50343160629972,1.66807988014807,-0.922818616122694,0.00233787081876194,0.411853577888913,0.460272643104497,0.358747564088137,0.991060952877426,1,"PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)"
"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)",4.00448225952375,1.8006802107306,2.26436149802395,-0.947701128421529,2.14842310374331,-0.443777785760565,-2.48628823485483,2.13952690360995,-1.16884718926144,0.0445619033543323,0.667646476787118,0.268761092738592,1,1,1,"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)"
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)",5.7584657209886,1.4551208347289,4.04213333216427,-9.4850130315806,1.73613015872563,-5.53012354545672,-0.0680789820616791,1.72894118308918,-0.0241286590344024,0.00162435494045105,4.57980803250536e-05,0.875765171228157,0.327444577623794,0.0160651714899071,1,"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)"
"PWY-5367: petroselinate biosynthesis",-6.59569192478478,1.52047989239626,-4.37391137602717,0.251374234642332,1.8141111953887,0.140179169627016,-1.18508027562837,1.80659931552191,-0.699473715389317,0.000921137243047269,0.738053617956879,0.534678967900619,0.206967410472757,1,1,"PWY-5367: petroselinate biosynthesis"
"PWY-5384: sucrose degradation IV (sucrose phosphorylase)",3.6817294266568,0.932060084620382,4.16527640078247,4.87437693639924,1.11205721479157,4.54726513272849,-1.12909503880409,1.1074524032322,-1.0186431097707,0.00523639991051591,0.000965755434514402,0.321752121582697,0.297827634342236,0.173914229000321,1,"PWY-5384: sucrose degradation IV (sucrose phosphorylase)"
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",-6.67159228352483,1.39591701095934,-4.85777720814127,-1.30329266713259,1.66549303945343,-0.81735501920678,-0.523797201969296,1.65859655832088,-0.341745107014283,0.000675018697751878,0.496183449568495,0.662275353224244,0.129238078090511,0.994962315859883,1,"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle"
"PWY-5484: glycolysis II (from fructose 6-phosphate)",8.97486893924956,0.146566016462934,61.5030747449879,1.03904114744193,0.174870481785785,5.96848562014508,0.069965024469712,0.174146377301583,0.404900077554801,5.00381541794396e-23,1.58294840475731e-05,0.696001329525112,2.02370271248044e-20,0.00529995485832855,1,"PWY-5484: glycolysis II (from fructose 6-phosphate)"
"PWY-5497: purine nucleobases degradation II (anaerobic)",-7.45294460499841,1.72267118607694,-4.39827649218575,3.1855426128128,2.05534916986673,1.61281540258764,-0.773396714824964,2.04683837070095,-0.392832836614818,0.00156493206279354,0.197671538990867,0.659855311903468,0.208472161500015,1,1,"PWY-5497: purine nucleobases degradation II (anaerobic)"
"PWY-5505: L-glutamate and L-glutamine biosynthesis",5.38156326466538,0.286725076283911,18.7878635429218,-0.280347439446923,0.342096711364969,-0.820015785689001,-0.0135384192159575,0.340680155750777,-0.0393504773192167,1.16570990326445e-13,0.42723091240324,0.936232079886281,3.77569091802574e-11,1,1,"PWY-5505: L-glutamate and L-glutamine biosynthesis"
"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation",-6.68024771260618,1.40520958863287,-4.81512353121381,-1.19346079490703,1.67658017666312,-0.746885121836331,-0.649522742393826,1.66963778586253,-0.42456908775165,0.00041462916447701,0.516132958428687,0.639413075125581,0.100827559784698,1,1,"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation"
"PWY-5656: mannosylglycerate biosynthesis I",-3.97856044381016,1.67727983573895,-2.36139769759421,-3.48651066261646,2.00119195461268,-1.78615821165232,-1.31932764565715,1.99290540988949,-0.685125271728268,0.0386957855281948,0.145914419071302,0.53744130896712,1,0.996497291642116,1,"PWY-5656: mannosylglycerate biosynthesis I"
"PWY-5659: GDP-mannose biosynthesis",5.92296205507429,0.197596030808925,30.0399528535253,1.16313740475809,0.235755285845911,4.94380278041577,0.421232611441989,0.23477906928888,1.79757151618812,2.60027206927365e-17,0.000112346477263907,0.0946647422115936,9.11947982740548e-15,0.0369726041433418,1,"PWY-5659: GDP-mannose biosynthesis"
"PWY-5667: CDP-diacylglycerol biosynthesis I",9.42289719298878,0.176574829504498,53.4829000856179,-0.214449372132295,0.210674522320141,-1.01980829602232,0.452298796678961,0.209802160302485,2.16159306524306,5.14027003640888e-22,0.33153057068265,0.0488893902749988,2.01895078789562e-19,1,1,"PWY-5667: CDP-diacylglycerol biosynthesis I"
"PWY-5675: nitrate reduction V (assimilatory)",-1.221029973679,1.83050860702711,-0.652320264925173,-4.00659352149676,2.1840118858986,-1.86126071612871,-1.74309321783897,2.17496831957466,-0.807876836995255,0.535990675556271,0.111745925252446,0.461284153130834,1,1,1,"PWY-5675: nitrate reduction V (assimilatory)"
"PWY-5676: acetyl-CoA fermentation to butanoate II",1.41875643098343,1.20824646131449,1.25069160718979,-5.06712077065209,1.44158001905898,-3.54342390739631,4.18788039439579,1.43561071797697,2.93319194660993,0.266681227063932,0.00243381554908922,0.00899232739185493,1,0.714833664931515,1,"PWY-5676: acetyl-CoA fermentation to butanoate II"
"PWY-5686: UMP biosynthesis",10.1104392979051,0.712809329536562,16.1911431359166,-18.3193338820494,0.850465298065767,-24.2229827852285,0.308714283373644,0.846943687501774,0.428037093787836,8.16899974884584e-08,7.95635606010148e-12,0.624410405590232,2.29186526082952e-05,3.00055537014177e-09,1,"PWY-5686: UMP biosynthesis"
"PWY-5686: UMP biosynthesis I",-8.26864046415912,0.858708521477176,-10.243388652,18.6026953035568,1.02454017983254,19.5688577104269,0.385146998618533,1.02029775920851,0.398382211889123,7.06071435924507e-07,8.94229002289863e-11,0.634455520899553,0.000234464670888368,3.22853773047145e-08,1,"PWY-5686: UMP biosynthesis I"
"PWY-5690: TCA cycle II (plants and fungi)",4.43242312788551,1.42430093286206,3.20608826344148,-4.96674429046121,1.69935839390518,-2.95322171756829,1.8534063928269,1.6923216829593,1.11490999724228,0.00988452078815077,0.00887373950374772,0.295595780569267,0.757434387844507,1,1,"PWY-5690: TCA cycle II (plants and fungi)"
"PWY-5695: inosine 5'-phosphate degradation",-8.08392164860249,0.805943716686038,-10.6727474551935,18.1140966733162,0.961585566902244,20.2692326728109,0.31023764359298,0.957603829025004,0.339891737256803,8.46241274516518e-07,5.4479334568772e-11,0.645065659055208,0.000277443595014677,1.96601352292973e-08,1,"PWY-5695: inosine 5'-phosphate degradation"
"PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation",8.97736207933836,0.747291352225344,13.4790322900895,-17.1311250933503,0.891606403391916,-21.2978919651688,0.0360450910604543,0.887914435552369,0.0333813016038713,5.11694511507731e-07,9.18743241207221e-11,0.728644503755813,0.000141663022732613,3.42428108993098e-08,1,"PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation"
"PWY-5723: Rubisco shunt",-3.45327860821233,2.22278647063624,-1.54785356362567,1.57797251565524,2.65204547689529,0.610047319874443,-2.81863677238289,2.64106387495472,-1.08404557797235,0.156592801929755,0.565835030450399,0.328979993407633,1,1,1,"PWY-5723: Rubisco shunt"
"PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)",-6.26196970431714,1.53776584892828,-4.11909441370085,-2.13683184246947,1.83473537294249,-1.17894544664905,0.434402040376149,1.82713809238774,0.247402314706026,0.00237841449949763,0.336461132821271,0.702189017671664,0.291745765178523,1,1,"PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)"
"PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I",-6.46757667820638,1.55022324347075,-4.20260531778917,-1.89405413208531,1.84959850859978,-1.06395948855296,0.539874476105302,1.84193968270547,0.29107664343324,0.00112809152267733,0.385583907378505,0.703059721179372,0.270856935577457,1,1,"PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I"
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis",-7.45104271382724,1.42541311721685,-5.33692564160754,0.910395274643653,1.70068536054213,0.588884165176198,-0.7763996883473,1.69364315488678,-0.47670522363952,0.000320087795248924,0.583027554611328,0.63036353599314,0.0582576783428957,1,1,"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis"
"PWY-5838: superpathway of menaquinol-8 biosynthesis I",-5.51794273851993,1.9470250464672,-2.82475455041516,-1.01649969082356,2.32302969092986,-0.452318278900463,-0.676776259482701,2.31341047904826,-0.308218562362881,0.0171482085528354,0.646588558088551,0.719216009759669,0.954635218763368,1,1,"PWY-5838: superpathway of menaquinol-8 biosynthesis I"
"PWY-5840: superpathway of menaquinol-7 biosynthesis",-5.53300024949179,1.99598978979922,-2.77573262272897,-1.00754027000697,2.3814503839638,-0.425887809021866,-0.783057181678849,2.37158926341148,-0.333496217519632,0.0187040668069774,0.67985844747228,0.704735532044449,0.965119480066449,1,1,"PWY-5840: superpathway of menaquinol-7 biosynthesis"
"PWY-5845: superpathway of menaquinol-9 biosynthesis",-7.81396650668341,1.44551604885392,-5.49677554761513,-1.12086809511193,1.72467052044153,-0.704060526526458,1.59528320349055,1.71752899692727,0.975028456263407,0.000154538760699471,0.54722707669842,0.433171736912623,0.0450579188257938,1,1,"PWY-5845: superpathway of menaquinol-9 biosynthesis"
"PWY-5850: superpathway of menaquinol-6 biosynthesis I",-7.68490531860563,1.47611008582155,-5.30570177987941,-1.07402484078639,1.76117280189403,-0.624840712669989,1.45720255420835,1.75388012956716,0.852016472364449,0.00024495898136177,0.571657417131275,0.470280017293716,0.0707716988311377,1,1,"PWY-5850: superpathway of menaquinol-6 biosynthesis I"
"PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I",-7.75287687126326,1.4358420905302,-5.47873684112568,-1.24512903052943,1.71312835129707,-0.783052614533964,1.44505323314868,1.70603462164916,0.884301381088117,0.000105707459004453,0.491604444296462,0.450338744876457,0.0317092761177182,1,1,"PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I"
"PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis",-6.33748330502278,1.64359452933266,-3.89236875821009,-2.12529561787469,1.96100142544006,-1.10785101478856,0.445217118588499,1.95288130184237,0.23181907856783,0.00232590314680896,0.369437501949742,0.719767958881828,0.380152037067471,1,1,"PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis"
"PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I",-7.59087826317287,1.51443677449855,-5.09837231332415,1.13193436535385,1.80690104556159,0.668776152577061,-0.875253659408148,1.79941902151591,-0.514060411652203,0.000380536824814703,0.55535677240814,0.621751239882008,0.0854073870009459,1,1,"PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I"
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis",-7.50879283197885,1.37884091863602,-5.55274497087377,-1.28822547714567,1.64511925456345,-0.784955256327909,1.36262521087515,1.63830713729179,0.858419918649301,0.00030143849711819,0.507747195795721,0.481938660555784,0.0562664828348774,1,1,"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis"
"PWY-5863: superpathway of phylloquinol biosynthesis",-6.47896509940016,1.54434541935027,-4.22298376402231,-1.76603413474558,1.84258557367389,-1.02688956414213,0.223547780273003,1.83495578697234,0.120945080083955,0.00100476822527242,0.408706355802313,0.766738103106391,0.253631025487362,1,1,"PWY-5863: superpathway of phylloquinol biosynthesis"
"PWY-5896: superpathway of menaquinol-10 biosynthesis",-7.5827795685841,1.45007125042475,-5.34991528509622,-1.09640904906212,1.73010541123372,-0.648339034559873,1.35746745822635,1.72294138289902,0.83786744071146,0.000337501430198393,0.553139586096383,0.502718949229951,0.0705417383102889,1,0.998569506696556,"PWY-5896: superpathway of menaquinol-10 biosynthesis"
"PWY-5897: superpathway of menaquinol-11 biosynthesis",-5.6992355944936,1.95904143742346,-2.89861574277505,-0.823034316838068,2.33736665748294,-0.365854493043373,-0.505861070470417,2.3276880790252,-0.232540023915572,0.0145451528611893,0.693183768397816,0.755533768870232,0.935670576548023,1,1,"PWY-5897: superpathway of menaquinol-11 biosynthesis"
"PWY-5898: superpathway of menaquinol-12 biosynthesis",-5.6441534870776,1.97094283372424,-2.86537956550651,-0.749996601509381,2.35156642189809,-0.323846076136446,-0.678002304332503,2.34182904499144,-0.297765120907834,0.0134201535897321,0.721321499539862,0.726985264493385,0.98334554281481,1,1,"PWY-5898: superpathway of menaquinol-12 biosynthesis"
"PWY-5899: superpathway of menaquinol-13 biosynthesis",-5.72806311726801,1.97498742724307,-2.89972812657678,-0.849096386233714,2.35639209727861,-0.362278477017178,-0.527744168071872,2.34663473819346,-0.236173753932872,0.0135824882280337,0.703888629149076,0.743338832721196,0.942751447948336,1,1,"PWY-5899: superpathway of menaquinol-13 biosynthesis"
"PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)",1.31671161761076,1.44000720732905,0.980555193514324,6.21939438314147,1.7180978251143,3.67479390716946,-1.2014682791675,1.71098351784667,-0.7095875374964,0.378272736277702,0.00216109332634759,0.499172425841641,1,0.548197457247237,1,"PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)"
"PWY-5913: TCA cycle VI (obligate autotrophs)",5.00381285702828,0.775147448077833,7.08991468489879,-12.8381542126901,0.924841999336681,-14.9351079912605,-0.457363753391408,0.921012409390687,-0.614445857716096,0.000354889750394307,6.75614210236819e-09,0.556214351010163,0.0743300177334919,2.4891727024353e-06,1,"PWY-5913: TCA cycle VI (obligate autotrophs)"
"PWY-5913: partial TCA cycle (obligate autotrophs)",-8.1551241204754,0.848049586422184,-10.1405408564273,13.413864389283,1.01182281769518,14.1287332918644,0.394029399705504,1.00763305718197,0.407607162476593,7.69502252709331e-07,1.55064671191513e-08,0.643605928059157,0.000253536235009672,5.39135073082528e-06,1,"PWY-5913: partial TCA cycle (obligate autotrophs)"
"PWY-5918: superpathay of heme biosynthesis from glutamate",-5.07088806464546,1.68309055521839,-3.0149537844551,-2.95091672049112,2.0081248258158,-1.51025233298141,-0.209046400719181,1.99980957342808,-0.108324264819823,0.0111411578969831,0.230188053443823,0.801296897435635,0.919757328732282,1,1,"PWY-5918: superpathay of heme biosynthesis from glutamate"
"PWY-5918: superpathway of heme b biosynthesis from glutamate",-8.63032952872265,1.67406489488929,-5.24151714239083,3.29441347970584,1.99735615236561,1.70188375088919,1.33662395125856,1.98908549094976,0.703501233691263,0.000258483652457828,0.164851912819702,0.531496892998819,0.0701281603873424,0.997951795683179,1,"PWY-5918: superpathway of heme b biosynthesis from glutamate"
"PWY-5920: superpathway of heme biosynthesis from glycine",-6.88974045014966,1.39715683344567,-5.04039832181405,-1.17308123830737,1.66697229338108,-0.744379320270644,-0.555991128585059,1.66006968694716,-0.362190045505983,0.000603270960372932,0.525231953066164,0.655247194807306,0.104870128455868,0.994467327576104,0.997792809127156,"PWY-5920: superpathway of heme biosynthesis from glycine"
"PWY-5941: glycogen degradation II",-8.47150839992102,0.870950791871862,-10.766105697672,17.278815183039,1.03914664710056,18.6802614356321,0.720548205070563,1.03484374395062,0.803641617841811,1.95539245178775e-06,9.24077360612808e-09,0.487247289743609,0.00060851814019254,3.20614775791695e-06,1,"PWY-5941: glycogen degradation II"
"PWY-5941: glycogen degradation II (eukaryotic)",1.05911214622392,1.54038855403428,0.745435102957208,-10.8527708659053,1.83786456834901,-6.06524445675321,3.21874926882923,1.83025433040772,1.7972916887711,0.509456785224809,0.000132277443606952,0.13726640910739,1,0.0330184832295534,0.996620826960376,"PWY-5941: glycogen degradation II (eukaryotic)"
"PWY-5971: palmitate biosynthesis (type II fatty acid synthase)",-7.59671337615482,1.44775181984661,-5.31356153397178,1.15265304383155,1.72733805797915,0.681022858709659,-0.823483849781628,1.72018548871336,-0.494121287536098,0.000319968412936893,0.531665422717517,0.62997548978708,0.0615324204841089,1,1,"PWY-5971: palmitate biosynthesis (type II fatty acid synthase)"
"PWY-5971: palmitate biosynthesis II (bacteria and plants)",-6.71418889399905,1.36656253042069,-5.02714443651214,-1.06538181842861,1.6304696944909,-0.699581345222265,-0.665786337120548,1.62371823818404,-0.419196956264324,0.000558685601770274,0.539864126052862,0.644414446144128,0.121558488665475,0.997618020038795,1,"PWY-5971: palmitate biosynthesis II (bacteria and plants)"
"PWY-5973: cis-vaccenate biosynthesis",8.77084093148022,0.166924541641692,52.707925091752,0.477810176737103,0.199160594817258,2.40595091967269,0.0368795038169557,0.198335909722834,0.186873603509845,7.73892219386622e-22,0.0302531547222302,0.834866585046781,3.01665114285321e-19,1,1,"PWY-5973: cis-vaccenate biosynthesis"
"PWY-5981: CDP-diacylglycerol biosynthesis III",-8.09703224313673,0.894031838992455,-9.64143846984929,17.5334271267318,1.06668504875399,17.8131072656167,0.240727294052275,1.06226811446556,0.153956565239303,1.0739572776329e-06,9.70697407922545e-10,0.710046659153278,0.000361379845115513,3.4324363477235e-07,1,"PWY-5981: CDP-diacylglycerol biosynthesis III"
"PWY-5989: stearate biosynthesis II (bacteria and plants)",2.45109373504279,2.01789289767546,1.23896601947917,-3.28345806038009,2.40758336566965,-1.37161959529171,-3.63811942349595,2.39761403354813,-1.523822258063,0.252591154056029,0.20892969968102,0.162236252450577,1,1,1,"PWY-5989: stearate biosynthesis II (bacteria and plants)"
"PWY-6113: superpathway of mycolate biosynthesis",-6.84008569472759,1.34337576418866,-5.17848585474238,-0.944758505991023,1.60280515751364,-0.641015948710564,-0.520129960934009,1.59616825464698,-0.348216761148659,0.000399795413964168,0.571088254186426,0.664615639202711,0.0759504482815549,1,1,"PWY-6113: superpathway of mycolate biosynthesis"
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I",9.87654355372264,0.165441555697698,59.8564357242987,-0.271873011349339,0.197391218308528,-1.38089161179894,0.530005367920652,0.196573859856377,2.70411670418217,6.66346528368094e-23,0.194853609054198,0.0166829299362819,2.6873139804233e-20,1,1,"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I"
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II",10.1230663241828,0.164704249321175,61.6397643374502,-0.287642377127506,0.196511525154563,-1.46823511943985,0.474103356562205,0.195697809339815,2.4308455747339,3.96866691746634e-23,0.169833458925011,0.0293572787125119,1.61376332624851e-20,1,1,"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II"
"PWY-6123: inosine-5'-phosphate biosynthesis I",9.12794022325268,0.170868369923444,53.594856564921,0.549508455331845,0.203866045428211,2.70383883669101,0.412647918864176,0.203021875982553,2.03925271305265,5.71831309126662e-22,0.0164822955472595,0.0620621193995234,2.24200085719162e-19,0.997873531903111,1,"PWY-6123: inosine-5'-phosphate biosynthesis I"
"PWY-6124: inosine-5'-phosphate biosynthesis II",9.00023777585727,0.175537017761683,51.4313590796061,0.643735056248458,0.209436290949399,3.08266397988033,0.40940867956216,0.20856905620582,1.96935617932743,1.21606352013015e-21,0.00730757665391548,0.0704597556089374,4.7047640824928e-19,0.961641248486987,1,"PWY-6124: inosine-5'-phosphate biosynthesis II"
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II",8.43723128588692,0.226660674788807,37.2931931029462,0.533737733158401,0.270432821732818,1.97674559267967,0.233151239974742,0.269313012277887,0.867727453467499,4.27595723737279e-19,0.0664425722970365,0.404058025507046,1.55798763186527e-16,1,1,"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II"
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II",9.13510013865094,0.190975781650034,47.9504016857163,0.185973621057784,0.227856550600897,0.817494753560705,0.338550296841838,0.226913041162598,1.49673507270998,4.20366791400363e-21,0.433037343232044,0.160125565689707,1.59501636725296e-18,1,1,"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II"
"PWY-6143: CMP-pseudaminate biosynthesis",4.39821808219198,1.36006058677611,3.32509346072921,-5.08414335822117,1.62271211162748,-3.1621362957871,0.760456863400623,1.61599277795493,0.47002835465569,0.00793124807361736,0.00559168744767019,0.653107478912036,0.711871552587108,0.983679135608649,1,"PWY-6143: CMP-pseudaminate biosynthesis"
"PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I",5.34541386365563,0.377008457297257,14.1870319068225,1.48639204116819,0.449815394836495,3.30646135865889,0.348972383900597,0.447952797209166,0.779546619923816,1.6081128891934e-11,0.00388533877946683,0.448083176239217,4.97678772304695e-09,0.950615871252244,1,"PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"
"PWY-6151: S-adenosyl-L-methionine cycle I",9.68574059699628,0.73931512007893,14.6710168339887,-18.1695889062679,0.882089821090374,-22.7184227179931,0.699390376153344,0.878437259557989,0.862082021236164,1.61813199241932e-07,1.22915028849535e-11,0.484732626863545,4.48619567121553e-05,4.6270909413032e-09,1,"PWY-6151: S-adenosyl-L-methionine cycle I"
"PWY-6151: S-adenosyl-L-methionine salvage I",-7.95699499852238,0.818793927212096,-10.433932635758,17.9819201622953,0.976917378190905,20.1118173472638,0.177997949837803,0.972872154279935,0.129134373691937,4.94744652627249e-06,2.53554940887512e-09,0.698341710275382,0.00144487183319885,8.8624787103809e-07,1,"PWY-6151: S-adenosyl-L-methionine salvage I"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",9.49349631273387,0.209822491088552,45.3233357368981,-0.381461497376635,0.250342889788698,-1.52627504157295,0.462070194364695,0.24930626881509,1.85745425920933,1.07015440271975e-20,0.15012266046011,0.0843536100250675,4.01477065126575e-18,1,1,"PWY-6163: chorismate biosynthesis from 3-dehydroquinate"
"PWY-6168: flavin biosynthesis III (fungi)",7.87795726198085,0.7443556219094,11.5370830387469,-15.9048722677496,0.888103732123833,-19.3554097567167,-0.140538928691363,0.884426268161361,-0.167009354233331,6.01525561762469e-07,6.41507576226719e-11,0.675478167251765,0.000166683347360475,2.39647444701119e-08,1,"PWY-6168: flavin biosynthesis III (fungi)"
"PWY-621: sucrose degradation III (sucrose invertase)",0.673000700188004,2.14767923621905,0.331463383175088,-3.62723999956168,2.56243371978341,-1.42794158865267,0.376245954076807,2.55182318261317,0.153592287303516,0.730845711101854,0.196122988836848,0.83560349464241,1,1,1,"PWY-621: sucrose degradation III (sucrose invertase)"
"PWY-622: starch biosynthesis",-6.96073755911011,1.72335900613233,-4.07384369472136,2.436509617847,2.05616982002405,1.21560629264028,-1.92283935855021,2.04765562270638,-0.962863953512342,0.00231679061275011,0.314371747509636,0.410877696666287,0.32319266637173,1,1,"PWY-622: starch biosynthesis"
"PWY-6263: superpathway of menaquinol-8 biosynthesis II",-1.26947610586746,1.84572527556222,-0.660774208560195,-5.36442368285727,2.20216715969348,-2.49097244231643,-3.08328173661453,2.19304841592946,-1.43877959941893,0.536953496344195,0.0487774506006703,0.226548328413986,1,0.954082725169189,1,"PWY-6263: superpathway of menaquinol-8 biosynthesis II"
"PWY-6270: isoprene biosynthesis I",-8.12026814093192,0.840839982036877,-10.4588242940654,17.203098103404,1.0032209124052,18.8336033720904,0.338434795579945,0.999066770700439,0.352182006476298,1.81973534548775e-06,5.73014556136055e-09,0.643152664762541,0.000576970251857453,1.99101741327208e-06,1,"PWY-6270: isoprene biosynthesis I"
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis",10.1229999702361,0.164727685002741,61.6278098155134,-0.287478472698468,0.196539486676785,-1.46722124926685,0.474374723623711,0.195725655078839,2.43154545580741,3.97238082799083e-23,0.169949101710244,0.0292364645050087,1.6155743279857e-20,1,1,"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis"
"PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)",2.51698596251852,2.00232386602066,1.2733375058814,-3.49696646750788,2.38900768126396,-1.46487791748675,-3.45119175994805,2.3791152674207,-1.45313212864679,0.235351539380506,0.180769969181621,0.177897459044402,1,1,1,"PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)"
"PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)",-6.55245586936736,1.60364469547096,-4.11478924623885,0.270095776201633,1.91333657881836,0.141421138825954,-1.49139515583164,1.90541382603377,-0.83283025024098,0.00134063514420045,0.749843097568419,0.47812649814767,0.306278495634375,1,1,"PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)"
"PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)",-7.79380934751749,0.827839975179204,-10.052416770702,14.8444003796329,0.987710376489153,16.3041821885331,-0.0739051920953595,0.983620460881871,-0.140149294657951,7.80284122293973e-07,3.75605965114331e-09,0.743297820089073,0.000263530239791549,1.32471880887555e-06,1,"PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)"
"PWY-6293: superpathway of L-cysteine biosynthesis (fungi)",-8.16674227228592,0.826516062673761,-10.3914639625019,12.9392093025122,0.986130793286607,13.9207144039714,0.422488890576774,0.982047418424616,0.416592589510841,4.51830197787523e-07,6.87592811551158e-09,0.642212742580252,0.000150275236543944,2.40038914975599e-06,1,"PWY-6293: superpathway of L-cysteine biosynthesis (fungi)"
"PWY-6305: putrescine biosynthesis IV",1.84940498719852,1.51028622933603,1.32288008538182,-9.90728461704048,1.80194895741892,-5.69856978676339,-0.00835216140845191,1.79448743900229,-0.0201578302186769,0.270728143459992,0.00042233134955765,0.831888059715771,1,0.0750447415372462,1,"PWY-6305: putrescine biosynthesis IV"
"PWY-6305: superpathway of putrescine biosynthesis",-9.63285511991584,1.50494846547855,-6.53680345889724,5.16912261065799,1.79558037785361,2.97332764776098,3.21807344435864,1.78814523048013,1.85253896474155,2.80400334149462e-05,0.0312602167105415,0.142847690394468,0.0085149527615155,0.812748456814839,1,"PWY-6305: superpathway of putrescine biosynthesis"
